Fecha_Captura,Hora_Captura,ID_Canal,Nombre_Canal,Caudal_Flow,Fecha_Reportada,Hora_Reportada
2026-08-22,07:45:26,35,CANAL LAS PERDICES,2000.0,21/08/2026,20:00
2026-08-22,07:45:26,37,BT CANAL EL CARMEN,0.0,21/08/2026,20:00
2026-08-22,07:45:26,38,BT CANAL LA PUNTA,800.0,21/08/2026,20:00
2026-08-22,07:45:26,39,CANAL LA PÓLVORA,0.0,21/08/2026,20:00
2026-08-22,09:02:33,1,RÍO MAIPO,51800.0,22/08/2026,04:00
2026-08-22,09:02:33,3,REGADOR SCM,10.79,22/08/2026,04:00
2026-08-22,09:02:33,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,05:00
2026-08-22,09:02:33,20,CANAL EYZAGUIRRE,4348.89,22/08/2026,04:00
2026-08-22,09:02:33,41,CANAL FLORIDA,15100.0,22/08/2026,04:00
2026-08-22,09:02:33,35,CANAL LAS PERDICES,2000.0,22/08/2026,04:00
2026-08-22,09:02:33,37,BT CANAL EL CARMEN,0.0,22/08/2026,04:00
2026-08-22,09:02:33,38,BT CANAL LA PUNTA,800.0,22/08/2026,04:00
2026-08-22,09:02:33,39,CANAL LA PÓLVORA,0.0,22/08/2026,04:00
2026-08-22,10:53:03,50,BT CANAL SAN CARLOS REGANTES,25570.96,22/08/2026,06:00
2026-08-22,13:43:13,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,09:00
2026-08-22,14:50:47,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,10:00
2026-08-22,16:54:27,1,RÍO MAIPO,51300.0,22/08/2026,06:00
2026-08-22,16:54:27,3,REGADOR SCM,10.69,22/08/2026,06:00
2026-08-22,16:54:27,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,12:00
2026-08-22,16:54:27,20,CANAL EYZAGUIRRE,4307.88,22/08/2026,06:00
2026-08-22,16:54:27,41,CANAL FLORIDA,14200.0,22/08/2026,06:00
2026-08-22,16:54:27,35,CANAL LAS PERDICES,2000.0,22/08/2026,06:00
2026-08-22,16:54:27,37,BT CANAL EL CARMEN,0.0,22/08/2026,06:00
2026-08-22,16:54:27,38,BT CANAL LA PUNTA,800.0,22/08/2026,06:00
2026-08-22,16:54:27,39,CANAL LA PÓLVORA,0.0,22/08/2026,06:00
2026-08-22,19:02:29,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,15:00
2026-08-22,20:52:10,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,16:00
2026-08-22,22:51:23,1,RÍO MAIPO,50500.0,22/08/2026,14:00
2026-08-22,22:51:23,3,REGADOR SCM,10.52,22/08/2026,14:00
2026-08-22,22:51:23,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,18:00
2026-08-22,22:51:23,20,CANAL EYZAGUIRRE,4242.26,22/08/2026,14:00
2026-08-22,22:51:23,41,CANAL FLORIDA,13700.0,22/08/2026,14:00
2026-08-22,22:51:23,35,CANAL LAS PERDICES,2000.0,22/08/2026,14:00
2026-08-22,22:51:23,37,BT CANAL EL CARMEN,0.0,22/08/2026,14:00
2026-08-22,22:51:23,38,BT CANAL LA PUNTA,800.0,22/08/2026,14:00
2026-08-22,22:51:23,39,CANAL LA PÓLVORA,0.0,22/08/2026,14:00
2026-08-23,03:30:05,50,BT CANAL SAN CARLOS REGANTES,0.0,22/08/2026,23:00
2026-08-23,05:16:00,1,RÍO MAIPO,50400.0,22/08/2026,22:00
2026-08-23,05:16:00,3,REGADOR SCM,10.5,22/08/2026,22:00
2026-08-23,05:16:00,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,01:00
2026-08-23,05:16:00,20,CANAL EYZAGUIRRE,4234.06,22/08/2026,22:00
2026-08-23,05:16:00,41,CANAL FLORIDA,11700.0,22/08/2026,22:00
2026-08-23,05:16:00,35,CANAL LAS PERDICES,2000.0,22/08/2026,22:00
2026-08-23,05:16:00,37,BT CANAL EL CARMEN,0.0,22/08/2026,22:00
2026-08-23,05:16:00,38,BT CANAL LA PUNTA,800.0,22/08/2026,22:00
2026-08-23,05:16:00,39,CANAL LA PÓLVORA,0.0,22/08/2026,22:00
2026-08-23,07:47:31,1,RÍO MAIPO,53000.0,23/08/2026,02:00
2026-08-23,07:47:31,3,REGADOR SCM,11.04,23/08/2026,02:00
2026-08-23,07:47:31,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,03:00
2026-08-23,07:47:31,20,CANAL EYZAGUIRRE,4447.32,23/08/2026,02:00
2026-08-23,07:47:31,41,CANAL FLORIDA,13800.0,23/08/2026,02:00
2026-08-23,07:47:31,35,CANAL LAS PERDICES,2000.0,23/08/2026,02:00
2026-08-23,07:47:31,37,BT CANAL EL CARMEN,0.0,23/08/2026,02:00
2026-08-23,07:47:31,38,BT CANAL LA PUNTA,800.0,23/08/2026,02:00
2026-08-23,07:47:31,39,CANAL LA PÓLVORA,0.0,23/08/2026,02:00
2026-08-23,09:01:43,1,RÍO MAIPO,52800.0,23/08/2026,04:00
2026-08-23,09:01:43,3,REGADOR SCM,11.0,23/08/2026,04:00
2026-08-23,09:01:43,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,05:00
2026-08-23,09:01:43,20,CANAL EYZAGUIRRE,4430.92,23/08/2026,04:00
2026-08-23,09:01:43,41,CANAL FLORIDA,15600.0,23/08/2026,04:00
2026-08-23,09:01:43,35,CANAL LAS PERDICES,2000.0,23/08/2026,04:00
2026-08-23,09:01:43,37,BT CANAL EL CARMEN,0.0,23/08/2026,04:00
2026-08-23,09:01:43,38,BT CANAL LA PUNTA,800.0,23/08/2026,04:00
2026-08-23,09:01:43,39,CANAL LA PÓLVORA,0.0,23/08/2026,04:00
2026-08-23,10:52:54,1,RÍO MAIPO,51200.0,23/08/2026,06:00
2026-08-23,10:52:54,3,REGADOR SCM,10.67,23/08/2026,06:00
2026-08-23,10:52:54,50,BT CANAL SAN CARLOS REGANTES,24362.54,23/08/2026,06:00
2026-08-23,10:52:54,20,CANAL EYZAGUIRRE,4299.68,23/08/2026,06:00
2026-08-23,10:52:54,41,CANAL FLORIDA,15000.0,23/08/2026,06:00
2026-08-23,10:52:54,35,CANAL LAS PERDICES,2000.0,23/08/2026,06:00
2026-08-23,10:52:54,37,BT CANAL EL CARMEN,0.0,23/08/2026,06:00
2026-08-23,10:52:54,38,BT CANAL LA PUNTA,800.0,23/08/2026,06:00
2026-08-23,10:52:54,39,CANAL LA PÓLVORA,0.0,23/08/2026,06:00
2026-08-23,13:45:16,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,09:00
2026-08-23,14:53:15,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,10:00
2026-08-23,16:56:19,1,RÍO MAIPO,51200.0,23/08/2026,08:00
2026-08-23,16:56:19,3,REGADOR SCM,10.67,23/08/2026,08:00
2026-08-23,16:56:19,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,12:00
2026-08-23,16:56:19,20,CANAL EYZAGUIRRE,4299.68,23/08/2026,08:00
2026-08-23,16:56:19,41,CANAL FLORIDA,15000.0,23/08/2026,08:00
2026-08-23,16:56:19,35,CANAL LAS PERDICES,2000.0,23/08/2026,08:00
2026-08-23,16:56:19,37,BT CANAL EL CARMEN,0.0,23/08/2026,08:00
2026-08-23,16:56:19,38,BT CANAL LA PUNTA,800.0,23/08/2026,08:00
2026-08-23,16:56:19,39,CANAL LA PÓLVORA,0.0,23/08/2026,08:00
2026-08-23,19:01:37,1,RÍO MAIPO,50500.0,23/08/2026,14:00
2026-08-23,19:01:37,3,REGADOR SCM,10.52,23/08/2026,14:00
2026-08-23,19:01:37,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,15:00
2026-08-23,19:01:37,20,CANAL EYZAGUIRRE,4242.26,23/08/2026,14:00
2026-08-23,19:01:37,41,CANAL FLORIDA,13800.0,23/08/2026,14:00
2026-08-23,19:01:37,35,CANAL LAS PERDICES,2000.0,23/08/2026,14:00
2026-08-23,19:01:37,37,BT CANAL EL CARMEN,0.0,23/08/2026,14:00
2026-08-23,19:01:37,38,BT CANAL LA PUNTA,800.0,23/08/2026,14:00
2026-08-23,19:01:37,39,CANAL LA PÓLVORA,0.0,23/08/2026,14:00
2026-08-23,20:52:09,1,RÍO MAIPO,50500.0,23/08/2026,16:00
2026-08-23,20:52:09,3,REGADOR SCM,10.52,23/08/2026,16:00
2026-08-23,20:52:09,50,BT CANAL SAN CARLOS REGANTES,23703.58,23/08/2026,16:00
2026-08-23,20:52:09,20,CANAL EYZAGUIRRE,4242.26,23/08/2026,16:00
2026-08-23,20:52:09,41,CANAL FLORIDA,14300.0,23/08/2026,16:00
2026-08-23,20:52:09,35,CANAL LAS PERDICES,2000.0,23/08/2026,16:00
2026-08-23,20:52:09,37,BT CANAL EL CARMEN,0.0,23/08/2026,16:00
2026-08-23,20:52:09,38,BT CANAL LA PUNTA,800.0,23/08/2026,16:00
2026-08-23,20:52:09,39,CANAL LA PÓLVORA,0.0,23/08/2026,16:00
2026-08-23,22:50:58,1,RÍO MAIPO,49700.0,23/08/2026,18:00
2026-08-23,22:50:58,3,REGADOR SCM,10.35,23/08/2026,18:00
2026-08-23,22:50:58,50,BT CANAL SAN CARLOS REGANTES,23256.2,23/08/2026,18:00
2026-08-23,22:50:58,20,CANAL EYZAGUIRRE,4176.64,23/08/2026,18:00
2026-08-23,22:50:58,41,CANAL FLORIDA,13800.0,23/08/2026,18:00
2026-08-23,22:50:58,35,CANAL LAS PERDICES,2000.0,23/08/2026,18:00
2026-08-23,22:50:58,37,BT CANAL EL CARMEN,0.0,23/08/2026,18:00
2026-08-23,22:50:58,38,BT CANAL LA PUNTA,800.0,23/08/2026,18:00
2026-08-23,22:50:58,39,CANAL LA PÓLVORA,0.0,23/08/2026,18:00
2026-08-24,03:32:48,50,BT CANAL SAN CARLOS REGANTES,0.0,23/08/2026,23:00
2026-08-24,05:57:47,1,RÍO MAIPO,54000.0,23/08/2026,22:00
2026-08-24,05:57:47,3,REGADOR SCM,11.25,23/08/2026,22:00
2026-08-24,05:57:47,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,01:00
2026-08-24,05:57:47,20,CANAL EYZAGUIRRE,4529.35,23/08/2026,22:00
2026-08-24,05:57:47,41,CANAL FLORIDA,14000.0,23/08/2026,22:00
2026-08-24,05:57:47,35,CANAL LAS PERDICES,2000.0,23/08/2026,22:00
2026-08-24,05:57:47,37,BT CANAL EL CARMEN,0.0,23/08/2026,22:00
2026-08-24,05:57:47,38,BT CANAL LA PUNTA,800.0,23/08/2026,22:00
2026-08-24,05:57:47,39,CANAL LA PÓLVORA,0.0,23/08/2026,22:00
2026-08-24,08:27:03,1,RÍO MAIPO,54800.0,24/08/2026,02:00
2026-08-24,08:27:03,3,REGADOR SCM,11.42,24/08/2026,02:00
2026-08-24,08:27:03,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,04:00
2026-08-24,08:27:03,20,CANAL EYZAGUIRRE,4594.97,24/08/2026,02:00
2026-08-24,08:27:03,41,CANAL FLORIDA,14000.0,24/08/2026,02:00
2026-08-24,08:27:03,35,CANAL LAS PERDICES,2000.0,24/08/2026,02:00
2026-08-24,08:27:03,37,BT CANAL EL CARMEN,0.0,24/08/2026,02:00
2026-08-24,08:27:03,38,BT CANAL LA PUNTA,800.0,24/08/2026,02:00
2026-08-24,08:27:03,39,CANAL LA PÓLVORA,0.0,24/08/2026,02:00
2026-08-24,11:13:38,1,RÍO MAIPO,52100.0,24/08/2026,06:00
2026-08-24,11:13:38,3,REGADOR SCM,10.85,24/08/2026,06:00
2026-08-24,11:13:38,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,07:00
2026-08-24,11:13:38,20,CANAL EYZAGUIRRE,4373.5,24/08/2026,06:00
2026-08-24,11:13:38,41,CANAL FLORIDA,14200.0,24/08/2026,06:00
2026-08-24,11:13:38,35,CANAL LAS PERDICES,2000.0,24/08/2026,06:00
2026-08-24,11:13:38,37,BT CANAL EL CARMEN,0.0,24/08/2026,06:00
2026-08-24,11:13:38,38,BT CANAL LA PUNTA,800.0,24/08/2026,06:00
2026-08-24,11:13:38,39,CANAL LA PÓLVORA,0.0,24/08/2026,06:00
2026-08-24,14:25:16,1,RÍO MAIPO,53700.0,24/08/2026,08:00
2026-08-24,14:25:16,3,REGADOR SCM,11.19,24/08/2026,08:00
2026-08-24,14:25:16,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,10:00
2026-08-24,14:25:16,20,CANAL EYZAGUIRRE,4504.74,24/08/2026,08:00
2026-08-24,14:25:16,41,CANAL FLORIDA,14100.0,24/08/2026,08:00
2026-08-24,14:25:16,35,CANAL LAS PERDICES,2000.0,24/08/2026,08:00
2026-08-24,14:25:16,37,BT CANAL EL CARMEN,0.0,24/08/2026,08:00
2026-08-24,14:25:16,38,BT CANAL LA PUNTA,800.0,24/08/2026,08:00
2026-08-24,14:25:16,39,CANAL LA PÓLVORA,0.0,24/08/2026,08:00
2026-08-24,17:19:20,1,RÍO MAIPO,52000.0,24/08/2026,12:00
2026-08-24,17:19:20,3,REGADOR SCM,10.83,24/08/2026,12:00
2026-08-24,17:19:20,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,13:00
2026-08-24,17:19:20,20,CANAL EYZAGUIRRE,4365.3,24/08/2026,12:00
2026-08-24,17:19:20,41,CANAL FLORIDA,14400.0,24/08/2026,12:00
2026-08-24,17:19:20,35,CANAL LAS PERDICES,2000.0,24/08/2026,12:00
2026-08-24,17:19:20,37,BT CANAL EL CARMEN,0.0,24/08/2026,12:00
2026-08-24,17:19:20,38,BT CANAL LA PUNTA,800.0,24/08/2026,12:00
2026-08-24,17:19:20,39,CANAL LA PÓLVORA,0.0,24/08/2026,12:00
2026-08-24,19:19:04,1,RÍO MAIPO,51100.0,24/08/2026,14:00
2026-08-24,19:19:04,3,REGADOR SCM,10.64,24/08/2026,14:00
2026-08-24,19:19:04,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,15:00
2026-08-24,19:19:04,20,CANAL EYZAGUIRRE,4291.47,24/08/2026,14:00
2026-08-24,19:19:04,41,CANAL FLORIDA,11800.0,24/08/2026,14:00
2026-08-24,19:19:04,35,CANAL LAS PERDICES,2000.0,24/08/2026,14:00
2026-08-24,19:19:04,37,BT CANAL EL CARMEN,0.0,24/08/2026,14:00
2026-08-24,19:19:04,38,BT CANAL LA PUNTA,800.0,24/08/2026,14:00
2026-08-24,19:19:04,39,CANAL LA PÓLVORA,0.0,24/08/2026,14:00
2026-08-24,21:04:35,1,RÍO MAIPO,54200.0,24/08/2026,16:00
2026-08-24,21:04:35,3,REGADOR SCM,11.29,24/08/2026,16:00
2026-08-24,21:04:35,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,17:00
2026-08-24,21:04:35,20,CANAL EYZAGUIRRE,4545.75,24/08/2026,16:00
2026-08-24,21:04:35,41,CANAL FLORIDA,18800.0,24/08/2026,16:00
2026-08-24,21:04:35,35,CANAL LAS PERDICES,2000.0,24/08/2026,16:00
2026-08-24,21:04:35,37,BT CANAL EL CARMEN,0.0,24/08/2026,16:00
2026-08-24,21:04:35,38,BT CANAL LA PUNTA,800.0,24/08/2026,16:00
2026-08-24,21:04:35,39,CANAL LA PÓLVORA,0.0,24/08/2026,16:00
2026-08-24,22:57:03,1,RÍO MAIPO,52500.0,24/08/2026,18:00
2026-08-24,22:57:03,3,REGADOR SCM,10.94,24/08/2026,18:00
2026-08-24,22:57:03,50,BT CANAL SAN CARLOS REGANTES,16872.04,24/08/2026,18:00
2026-08-24,22:57:03,20,CANAL EYZAGUIRRE,4406.31,24/08/2026,18:00
2026-08-24,22:57:03,41,CANAL FLORIDA,15300.0,24/08/2026,18:00
2026-08-24,22:57:03,35,CANAL LAS PERDICES,2000.0,24/08/2026,18:00
2026-08-24,22:57:03,37,BT CANAL EL CARMEN,0.0,24/08/2026,18:00
2026-08-24,22:57:03,38,BT CANAL LA PUNTA,800.0,24/08/2026,18:00
2026-08-24,22:57:03,39,CANAL LA PÓLVORA,0.0,24/08/2026,18:00
2026-08-25,03:15:22,50,BT CANAL SAN CARLOS REGANTES,0.0,24/08/2026,23:00
2026-08-25,05:48:17,1,RÍO MAIPO,52700.0,24/08/2026,22:00
2026-08-25,05:48:17,3,REGADOR SCM,10.98,24/08/2026,22:00
2026-08-25,05:48:17,50,BT CANAL SAN CARLOS REGANTES,0.0,25/08/2026,01:00
2026-08-25,05:48:17,20,CANAL EYZAGUIRRE,4422.71,24/08/2026,22:00
2026-08-25,05:48:17,41,CANAL FLORIDA,14600.0,24/08/2026,22:00
2026-08-25,05:48:17,35,CANAL LAS PERDICES,2000.0,24/08/2026,22:00
2026-08-25,05:48:17,37,BT CANAL EL CARMEN,0.0,24/08/2026,22:00
2026-08-25,05:48:17,38,BT CANAL LA PUNTA,800.0,24/08/2026,22:00
2026-08-25,05:48:17,39,CANAL LA PÓLVORA,0.0,24/08/2026,22:00
2026-08-25,08:07:28,1,RÍO MAIPO,52800.0,25/08/2026,04:00
2026-08-25,08:07:28,3,REGADOR SCM,11.0,25/08/2026,04:00
2026-08-25,08:07:28,50,BT CANAL SAN CARLOS REGANTES,16897.31,25/08/2026,04:00
2026-08-25,08:07:28,20,CANAL EYZAGUIRRE,4430.92,25/08/2026,04:00
2026-08-25,08:07:28,41,CANAL FLORIDA,14900.0,25/08/2026,04:00
2026-08-25,08:07:28,35,CANAL LAS PERDICES,2000.0,25/08/2026,04:00
2026-08-25,08:07:28,37,BT CANAL EL CARMEN,0.0,25/08/2026,04:00
2026-08-25,08:07:28,38,BT CANAL LA PUNTA,800.0,25/08/2026,04:00
2026-08-25,08:07:28,39,CANAL LA PÓLVORA,0.0,25/08/2026,04:00
2026-08-25,11:03:50,1,RÍO MAIPO,53200.0,25/08/2026,06:00
2026-08-25,11:03:50,3,REGADOR SCM,11.08,25/08/2026,06:00
2026-08-25,11:03:50,50,BT CANAL SAN CARLOS REGANTES,0.0,25/08/2026,07:00
2026-08-25,11:03:50,20,CANAL EYZAGUIRRE,4463.73,25/08/2026,06:00
2026-08-25,11:03:50,41,CANAL FLORIDA,15500.0,25/08/2026,06:00
2026-08-25,11:03:50,35,CANAL LAS PERDICES,2000.0,25/08/2026,06:00
2026-08-25,11:03:50,37,BT CANAL EL CARMEN,0.0,25/08/2026,06:00
2026-08-25,11:03:50,38,BT CANAL LA PUNTA,800.0,25/08/2026,06:00
2026-08-25,11:03:50,39,CANAL LA PÓLVORA,0.0,25/08/2026,06:00
2026-08-25,14:27:50,1,RÍO MAIPO,54900.0,25/08/2026,10:00
2026-08-25,14:27:50,3,REGADOR SCM,11.44,25/08/2026,10:00
2026-08-25,14:27:50,50,BT CANAL SAN CARLOS REGANTES,18274.19,25/08/2026,10:00
2026-08-25,14:27:50,20,CANAL EYZAGUIRRE,4603.17,25/08/2026,10:00
2026-08-25,14:27:50,41,CANAL FLORIDA,16100.0,25/08/2026,10:00
2026-08-25,14:27:50,35,CANAL LAS PERDICES,2000.0,25/08/2026,10:00
2026-08-25,14:27:50,37,BT CANAL EL CARMEN,0.0,25/08/2026,10:00
2026-08-25,14:27:50,38,BT CANAL LA PUNTA,800.0,25/08/2026,10:00
2026-08-25,14:27:50,39,CANAL LA PÓLVORA,0.0,25/08/2026,10:00
2026-08-25,17:20:01,1,RÍO MAIPO,58100.0,25/08/2026,12:00
2026-08-25,17:20:01,3,REGADOR SCM,12.1,25/08/2026,12:00
2026-08-25,17:20:01,50,BT CANAL SAN CARLOS REGANTES,0.0,25/08/2026,13:00
2026-08-25,17:20:01,20,CANAL EYZAGUIRRE,4865.65,25/08/2026,12:00
2026-08-25,17:20:01,41,CANAL FLORIDA,17600.0,25/08/2026,12:00
2026-08-25,17:20:01,35,CANAL LAS PERDICES,2000.0,25/08/2026,12:00
2026-08-25,17:20:01,37,BT CANAL EL CARMEN,0.0,25/08/2026,12:00
2026-08-25,17:20:01,38,BT CANAL LA PUNTA,800.0,25/08/2026,12:00
2026-08-25,17:20:01,39,CANAL LA PÓLVORA,0.0,25/08/2026,12:00
2026-08-25,19:20:12,1,RÍO MAIPO,62300.0,25/08/2026,14:00
2026-08-25,19:20:12,3,REGADOR SCM,12.98,25/08/2026,14:00
2026-08-25,19:20:12,50,BT CANAL SAN CARLOS REGANTES,0.0,25/08/2026,15:00
2026-08-25,19:20:12,20,CANAL EYZAGUIRRE,5210.15,25/08/2026,14:00
2026-08-25,19:20:12,41,CANAL FLORIDA,16700.0,25/08/2026,14:00
2026-08-25,19:20:12,35,CANAL LAS PERDICES,2000.0,25/08/2026,14:00
2026-08-25,19:20:12,37,BT CANAL EL CARMEN,0.0,25/08/2026,14:00
2026-08-25,19:20:12,38,BT CANAL LA PUNTA,800.0,25/08/2026,14:00
2026-08-25,19:20:12,39,CANAL LA PÓLVORA,0.0,25/08/2026,14:00
2026-08-25,20:59:54,1,RÍO MAIPO,58300.0,25/08/2026,16:00
2026-08-25,20:59:54,3,REGADOR SCM,12.14,25/08/2026,16:00
2026-08-25,20:59:54,50,BT CANAL SAN CARLOS REGANTES,22460.57,25/08/2026,16:00
2026-08-25,20:59:54,20,CANAL EYZAGUIRRE,4882.05,25/08/2026,16:00
2026-08-25,20:59:54,41,CANAL FLORIDA,19300.0,25/08/2026,16:00
2026-08-25,20:59:54,35,CANAL LAS PERDICES,2000.0,25/08/2026,16:00
2026-08-25,20:59:54,37,BT CANAL EL CARMEN,0.0,25/08/2026,16:00
2026-08-25,20:59:54,38,BT CANAL LA PUNTA,800.0,25/08/2026,16:00
2026-08-25,20:59:54,39,CANAL LA PÓLVORA,0.0,25/08/2026,16:00
2026-08-25,22:59:28,1,RÍO MAIPO,76800.0,25/08/2026,18:00
2026-08-25,22:59:28,3,REGADOR SCM,16.0,25/08/2026,18:00
2026-08-25,22:59:28,50,BT CANAL SAN CARLOS REGANTES,25300.0,25/08/2026,18:00
2026-08-25,22:59:28,20,CANAL EYZAGUIRRE,6399.51,25/08/2026,18:00
2026-08-25,22:59:28,41,CANAL FLORIDA,21600.0,25/08/2026,18:00
2026-08-25,22:59:28,35,CANAL LAS PERDICES,2000.0,25/08/2026,18:00
2026-08-25,22:59:28,37,BT CANAL EL CARMEN,0.0,25/08/2026,18:00
2026-08-25,22:59:28,38,BT CANAL LA PUNTA,800.0,25/08/2026,18:00
2026-08-25,22:59:28,39,CANAL LA PÓLVORA,0.0,25/08/2026,18:00
2026-08-26,03:34:25,50,BT CANAL SAN CARLOS REGANTES,0.0,25/08/2026,23:00
2026-08-26,05:20:22,1,RÍO MAIPO,102700.0,25/08/2026,22:00
2026-08-26,05:20:22,3,REGADOR SCM,21.39,25/08/2026,22:00
2026-08-26,05:20:22,50,BT CANAL SAN CARLOS REGANTES,0.0,26/08/2026,01:00
2026-08-26,05:20:22,20,CANAL EYZAGUIRRE,8523.96,25/08/2026,22:00
2026-08-26,05:20:22,41,CANAL FLORIDA,23700.0,25/08/2026,22:00
2026-08-26,05:20:22,35,CANAL LAS PERDICES,2000.0,25/08/2026,22:00
2026-08-26,05:20:22,37,BT CANAL EL CARMEN,0.0,25/08/2026,22:00
2026-08-26,05:20:22,38,BT CANAL LA PUNTA,800.0,25/08/2026,22:00
2026-08-26,05:20:22,39,CANAL LA PÓLVORA,0.0,25/08/2026,22:00
2026-08-26,08:09:06,1,RÍO MAIPO,88500.0,26/08/2026,04:00
2026-08-26,08:09:06,3,REGADOR SCM,18.44,26/08/2026,04:00
2026-08-26,08:09:06,50,BT CANAL SAN CARLOS REGANTES,31000.0,26/08/2026,04:00
2026-08-26,08:09:06,20,CANAL EYZAGUIRRE,7359.21,26/08/2026,04:00
2026-08-26,08:09:06,41,CANAL FLORIDA,27100.0,26/08/2026,04:00
2026-08-26,08:09:06,35,CANAL LAS PERDICES,2000.0,26/08/2026,04:00
2026-08-26,08:09:06,37,BT CANAL EL CARMEN,0.0,26/08/2026,04:00
2026-08-26,08:09:06,38,BT CANAL LA PUNTA,800.0,26/08/2026,04:00
2026-08-26,08:09:06,39,CANAL LA PÓLVORA,0.0,26/08/2026,04:00
2026-08-26,11:15:26,1,RÍO MAIPO,82100.0,26/08/2026,06:00
2026-08-26,11:15:26,3,REGADOR SCM,17.1,26/08/2026,06:00
2026-08-26,11:15:26,50,BT CANAL SAN CARLOS REGANTES,0.0,26/08/2026,07:00
2026-08-26,11:15:26,20,CANAL EYZAGUIRRE,6834.25,26/08/2026,06:00
2026-08-26,11:15:26,41,CANAL FLORIDA,25300.0,26/08/2026,06:00
2026-08-26,11:15:26,35,CANAL LAS PERDICES,2000.0,26/08/2026,06:00
2026-08-26,11:15:26,37,BT CANAL EL CARMEN,0.0,26/08/2026,06:00
2026-08-26,11:15:26,38,BT CANAL LA PUNTA,800.0,26/08/2026,06:00
2026-08-26,11:15:26,39,CANAL LA PÓLVORA,0.0,26/08/2026,06:00
2026-08-26,14:25:16,1,RÍO MAIPO,76600.0,26/08/2026,10:00
2026-08-26,14:25:16,3,REGADOR SCM,15.96,26/08/2026,10:00
2026-08-26,14:25:16,50,BT CANAL SAN CARLOS REGANTES,30300.0,26/08/2026,10:00
2026-08-26,14:25:16,20,CANAL EYZAGUIRRE,6383.11,26/08/2026,10:00
2026-08-26,14:25:16,41,CANAL FLORIDA,25600.0,26/08/2026,10:00
2026-08-26,14:25:16,35,CANAL LAS PERDICES,2000.0,26/08/2026,10:00
2026-08-26,14:25:16,37,BT CANAL EL CARMEN,0.0,26/08/2026,10:00
2026-08-26,14:25:16,38,BT CANAL LA PUNTA,800.0,26/08/2026,10:00
2026-08-26,14:25:16,39,CANAL LA PÓLVORA,0.0,26/08/2026,10:00
2026-08-28,01:10:03,1,RÍO MAIPO,59600.0,27/08/2026,18:00
2026-08-28,01:10:03,3,REGADOR SCM,12.42,27/08/2026,18:00
2026-08-28,01:10:03,50,BT CANAL SAN CARLOS REGANTES,0.0,27/08/2026,21:00
2026-08-28,01:10:03,20,CANAL EYZAGUIRRE,4988.69,27/08/2026,18:00
2026-08-28,01:10:03,41,CANAL FLORIDA,22600.0,27/08/2026,18:00
2026-08-28,01:10:03,35,CANAL LAS PERDICES,2000.0,27/08/2026,18:00
2026-08-28,01:10:03,37,BT CANAL EL CARMEN,0.0,27/08/2026,18:00
2026-08-28,01:10:03,38,BT CANAL LA PUNTA,800.0,27/08/2026,18:00
2026-08-28,01:10:03,39,CANAL LA PÓLVORA,0.0,27/08/2026,18:00
2026-08-28,21:54:23,50,BT CANAL SAN CARLOS REGANTES,0.0,28/08/2026,17:00
2026-08-28,22:02:11,1,RÍO MAIPO,57800.0,28/08/2026,16:00
2026-08-28,22:02:11,3,REGADOR SCM,12.04,28/08/2026,16:00
2026-08-28,22:02:11,50,BT CANAL SAN CARLOS REGANTES,0.0,28/08/2026,18:00
2026-08-28,22:02:11,20,CANAL EYZAGUIRRE,4841.04,28/08/2026,16:00
2026-08-28,22:02:11,41,CANAL FLORIDA,17400.0,28/08/2026,16:00
2026-08-28,22:02:11,35,CANAL LAS PERDICES,2000.0,28/08/2026,16:00
2026-08-28,22:02:11,37,BT CANAL EL CARMEN,0.0,28/08/2026,16:00
2026-08-28,22:02:11,38,BT CANAL LA PUNTA,800.0,28/08/2026,16:00
2026-08-28,22:02:11,39,CANAL LA PÓLVORA,0.0,28/08/2026,16:00
2026-08-29,00:02:25,50,BT CANAL SAN CARLOS REGANTES,18424.73,28/08/2026,20:00
2026-08-29,02:02:26,1,RÍO MAIPO,58500.0,28/08/2026,20:00
2026-08-29,02:02:26,3,REGADOR SCM,12.19,28/08/2026,20:00
